STT,MaSo,Thuoc,dvt,dongia,tondauky_sl,tondauky_thanhtien,nhaptrongky_sl,nhaptrongky_thanhtien,xuattrongky_sl,xuattrongky_thanhtien,toncuoiky_sl,toncuoiky_thanhtien,thang,nam,hoatchat_dvt
267,FEN001,"Fentanyl 2ml 50mcg/ml [Fentanyl](Lô:0087562),Date 300819)'HSX:Laboratorios IMA S.A.I.C.' 'NSX:UK",Ống,11210,50,560500,0,0,23,257830,27,302670,1,2019,
268,FLU001,"Fluconazole 200mg [Fluconazol](Lô:1616555),Date 010419)'HSX:Solupharm Pharmazeutische Erzeugnisse GmbH' 'NSX:Germany",lọ,280000,10,2800000,0,0,0,0,10,2800000,1,2019,
269,FLUD01,"Fludarabin ""Ebewe"" (lô 1) 50mg/2ml [Fludarabin](Lô:GS6541),Date 010919)'HSX:Ebewe Pharma Ges.m.b.H.N fg.KG' 'NSX:Áo",Lọ,2029999.99,34,69019999.5,0,0,3,6089999.96,31,62929999.54,1,2019,
270,FLUD01,"Fludarabin ""Ebewe"" (lô 1) 50mg/2ml [Fludarabin](Lô:HS3510),Date 011220)'HSX:Ebewe Pharma Ges.m.b.H.N fg.KG' 'NSX:Áo",Lọ,2029999.97,16,32479999.5,0,0,0,0,16,32479999.5,1,2019,
271,FLUD01,"Fludarabin ""Ebewe"" (lô 1) 50mg/2ml [Fludarabin](Lô:HS3519),Date 011220)'HSX:Ebewe Pharma Ges.m.b.H.N fg.KG' 'NSX:Áo",Lọ,2030000,20,40600000,0,0,20,40600000,0,0,1,2019,
272,FOLA01,"Folacid 5mg [Folic acid (vitamin B9) ](Lô:0070818),Date 170621)'HSX:Công ty cổ phần dược phẩm dược liệu Pharmedic' 'NSX:Việt Nam",Viên,177,7059,1249432.41,0,0,7059,1249432.41,0,0,1,2019,acidfolic_5_vien
273,FOLA01,"Folacid 5mg [Folic acid (vitamin B9) ](Lô:0070818),Date 170821)'HSX:Công ty cổ phần dược phẩm dược liệu Pharmedic' 'NSX:Việt Nam",Viên,177,10560,1869104.16,0,0,10560,1869104.16,0,0,1,2019,acidfolic_5_vien
274,FOLA01,"Folacid 5mg [Folic acid (vitamin B9) ](Lô:0080818),Date 120921)'HSX:Công ty cổ phần dược phẩm dược liệu Pharmedic' 'NSX:Việt Nam",Viên,177,33440,5918829.84,44000,7787934,38853,6876922.72,38587,6829841.12,1,2019,acidfolic_5_vien
275,FORL01,"Forlen 600mg [Linezolid*](Lô:18003),Date 010921)'HSX:Công ty cổ phần dược phẩm Đạt Vi Phú' 'NSX:Việt Nam",Viên,15500,206,3193000,0,0,206,3193000,0,0,1,2019,
276,FUMA01,"Fumafer B9 Corbiere daily use 182,04mg + 0,4mg [Sắt fumarat + acid folic](Lô:17004),Date 250919)'HSX:Công Ty Cổ Phần Dược Phẩm Sanofi-Synthelabo Việt Nam' 'NSX:Việt Nam",Viên,1244,0,0,4920,6120462,0,0,4920,6120462,1,2019,
277,FUMA01,"Fumafer B9 Corbiere daily use 182,04mg + 0,4mg [Sắt fumarat + acid folic](Lô:17004),Date 250920)'HSX:Công Ty Cổ Phần Dược Phẩm Sanofi-Synthelabo Việt Nam' 'NSX:Việt Nam",Viên,1244,1629,2026470.12,0,0,1629,2026470.12,0,0,1,2019,
278,FURO01,"Furosemid A.T( inj) 20mg/2ml [Furosemid](Lô:1098006),Date 160820)'HSX:Công ty Cổ phần Dược phẩm An Thiên' 'NSX:Việt Nam",Ống,1029,298,306642,0,0,298,306642,0,0,1,2019,
279,FURO01,"Furosemid A.T( inj) 20mg/2ml [Furosemid](Lô:1098010),Date 091020)'HSX:Công ty Cổ phần Dược phẩm An Thiên' 'NSX:Việt Nam",Ống,1029,500,514500,0,0,123,126567,377,387933,1,2019,
280,FURO01,"Furosemid A.T( inj) 20mg/2ml [Furosemid](Lô:1098011),Date 101020)'HSX:Công ty Cổ phần Dược phẩm An Thiên' 'NSX:Việt Nam",Ống,1029,0,0,500,514500,0,0,500,514500,1,2019,
281,GAC001,"Gạc tiệt trùng (Lô:),Date )'HSX:Bảo Thạch' 'NSX:Việt Nam",gói,4620,864,3991680,4000,18480000,3016,13933920,1848,8537760,1,2019,
282,GAN001,"Găng tay phẩu thuật tiệt trùng số 7 (Lô:),Date 010621)'HSX:Merufa' 'NSX:Việt Nam",đôi,3066,91,279006,0,0,91,279006,0,0,1,2019,
283,GAN001,"Găng tay phẩu thuật tiệt trùng số 7 (Lô:1811053),Date 011121)'HSX:Merufa' 'NSX:Việt Nam",đôi,2880,1200,3456000,1500,4320000,2100,6048000,600,1728000,1,2019,
284,GAN001,"Găng tay phẩu thuật tiệt trùng số 7 (Lô:1812165),Date 011221)'HSX:Merufa' 'NSX:Việt Nam",đôi,2880,0,0,900,2592000,26,74880,874,2517120,1,2019,
285,GAS001,"Gastropulgite 2,5g + 0,5g [Attapulgit mormoiron hoạt hóa + hỗn hợp magnesi carbonat-nhôm hydroxyd](Lô:),Date 010320)'HSX:Beaufour Ipsen Industrie' 'NSX:Pháp",gói,3053,538,1642514,0,0,0,0,538,1642514,1,2019,
286,GEBH01,"Gebhart 4mg + 3g [Guaiazulen + dimethicon ](Lô:18045),Date 151021)'HSX:Công ty cổ phần dược phẩm Đạt Vi Phú' 'NSX:Việt Nam",Gói,4200,339,1423800,0,0,339,1423800,0,0,1,2019,guaiazulen_dimethicon_goi
287,GEBH01,"Gebhart 4mg + 3g [Guaiazulen + dimethicon ](Lô:18046),Date 161021)'HSX:Công ty cổ phần dược phẩm Đạt Vi Phú' 'NSX:Việt Nam",Gói,4200,720,3024000,0,0,720,3024000,0,0,1,2019,guaiazulen_dimethicon_goi
288,GEBH01,"Gebhart 4mg + 3g [Guaiazulen + dimethicon ](Lô:18053),Date 061121)'HSX:Công ty cổ phần dược phẩm Đạt Vi Phú' 'NSX:Việt Nam",Gói,4200,2160,9072000,0,0,2160,9072000,0,0,1,2019,guaiazulen_dimethicon_goi
289,GEBH01,"Gebhart 4mg + 3g [Guaiazulen + dimethicon ](Lô:18057),Date 071121)'HSX:Công ty cổ phần dược phẩm Đạt Vi Phú' 'NSX:Việt Nam",Gói,4200,0,0,1440,6048000,1153,4842600,287,1205400,1,2019,guaiazulen_dimethicon_goi
290,GEBH01,"Gebhart 4mg + 3g [Guaiazulen + dimethicon ](Lô:18065),Date 051221)'HSX:Công ty cổ phần dược phẩm Đạt Vi Phú' 'NSX:Việt Nam",Gói,4200,0,0,2160,9072000,0,0,2160,9072000,1,2019,guaiazulen_dimethicon_goi
291,GLI001111,"Glivec [BHYT] 100mg Imatinib [Imatinib](Lô:WCH92),Date 010220)'HSX:Novartis Pharma Produktions GmbH' 'NSX:Germany",viên,404250,13517,5464247250,29400,11884950000,31899,12895170750,11018,4454026500,1,2019,imatinib_100_vien
292,GLUC07,"Glucofine 1000mg [Metformin](Lô:0551018),Date 181021)'HSX:Công ty Cổ phần xuất nhập khẩu y tế Domesco' 'NSX:Việt Nam",Viên,567,0,0,900,510300,0,0,900,510300,1,2019,
293,GLUC06,"Glucose  500ml 10% [Glucose](Lô:86MLP049),Date 161120)'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:VietNam",Chai,10710,0,0,40,428400,0,0,40,428400,1,2019,
294,GLUC03,"Glucose (B.Braun) 100ml 5% [Glucose](Lô:181557741),Date 120421)'HSX:Công ty TNHH B. Braun Việt Nam' 'NSX:Việt Nam",Chai,8400,149,1251600,0,0,69,579600,80,672000,1,2019,
295,GLUC03,"Glucose (B.Braun) 100ml 5% [Glucose](Lô:182747741),Date 040721)'HSX:Công ty TNHH B. Braun Việt Nam' 'NSX:Việt Nam",Chai,8400,0,0,80,672000,0,0,80,672000,1,2019,
296,DIC001,"Glucose (Bidiphar)100ml 5% [Glucose](Lô:),Date 031119)'HSX:Công ty cổ phần dược phẩm Bidiphar' 'NSX:Việt Nam",chai,7350,157,1153950.33,0,0,38,279300.08,119,874650.25,1,2019,
297,GLUC01,"Glucose 250ml 0.05 [Glucose](Lô:86MFN008),Date 210621)'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",Chai Nhựa Ppkb,8358,311,2599338,150,1253700,297,2482326,164,1370712,1,2019,
298,GLUC01,"Glucose 250ml 0.05 [Glucose](Lô:86MGN009),Date 190721)'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",Chai Nhựa Ppkb,8358,0,0,150,1253700,0,0,150,1253700,1,2019,
299,GLU004,"Glucose 250ml 30% [Glucose](Lô:),Date 050320)'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",chai,12390,1,12390,0,0,1,12390,0,0,1,2019,
300,GLUC02,"Glucose 500ml (OPV) 0.05 [Glucose](Lô:2810017),Date 011023)'HSX:OPV' 'NSX:Việt Nam",Chai,8880,175,1554000,0,0,175,1554000,0,0,1,2019,
301,GLUC02,"Glucose 500ml (OPV) 0.05 [Glucose](Lô:2811013),Date 011223)'HSX:OPV' 'NSX:Việt Nam",Chai,8880,1000,8880000,0,0,1000,8880000,0,0,1,2019,
302,GLUC02,"Glucose 500ml (OPV) 0.05 [Glucose](Lô:2811014),Date 01112)'HSX:OPV' 'NSX:Việt Nam",Chai,8880,0,0,500,4440000,500,4440000,0,0,1,2019,
303,GLUC02,"Glucose 500ml (OPV) 0.05 [Glucose](Lô:2811018),Date 011123)'HSX:OPV' 'NSX:Việt Nam",Chai,8880,0,0,4500,39960000,1443,12813840,3057,27146160,1,2019,
304,GLUC02,"Glucose 500ml (OPV) 0.05 [Glucose](Lô:2811020),Date 011123)'HSX:OPV' 'NSX:Việt Nam",Chai,8880,0,0,500,4439999,500,4439999,0,0,1,2019,
305,GLUC05,"Glucose 500ml 20% [Glucose](Lô:86MHP004),Date 170820)'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:VietNam",Chai,12495,46,574770,40,499800,23,287385,63,787185,1,2019,
306,GLUC04,"Glucose 500ml 30% [Glucose](Lô:86MGP002),Date 060720)'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:VietNam",Chai,14490,0,0,40,579600,28,405720,12,173880,1,2019,
307,GLUC04,"Glucose 500ml 30% [Glucose](Lô:86MLP003),Date 151120)'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:VietNam",Chai,14490,0,0,40,579600,0,0,40,579600,1,2019,
308,GRAF01,"Grafeel 300mcg/ ml [Filgrastim](Lô:GFAS00818),Date 300420)'HSX:Dr. ReddyLaboratories Ltd' 'NSX:India",Bơm tiêm,299900,30,8997000,0,0,0,0,30,8997000,1,2019,
309,HAEM01,"Haemoctin SDH 250IU [Yếu tố VIII](Lô:B163608),Date 300620)'HSX:Sản xuất: Biotest AG; Xuất xưởng: Biotest Pharma GmbH' 'NSX:Đức",Lọ,1700000,56,95200000,0,0,33,56100000,23,39100000,1,2019,
310,HAEM01,"Haemoctin SDH 250IU [Yếu tố VIII](Lô:B163768),Date 310720)'HSX:Sản xuất: Biotest AG; Xuất xưởng: Biotest Pharma GmbH' 'NSX:Đức",Lọ,1700000,100,170000000,0,0,0,0,100,170000000,1,2019,
311,HAEM02,"Haemoctin SDH 500IU [Yếu tố VIII](Lô:B163538),Date 300420)'HSX:Sản xuất: Biotest AG; Xuất xưởng: Biotest Pharma GmbH' 'NSX:Đức",Lọ,3386000,50,169300000,0,0,0,0,50,169300000,1,2019,
312,HEP001,"Heparin-Belmed 25.000IU/ 5ml [Heparin (natri)](Lô:3051118),Date 091121)'HSX:Belmedpreparaty  RUE' 'NSX:Belarus",lọ,69930,0,0,70,4895100,0,0,70,4895100,1,2019,
313,HEP001,"Heparin-Belmed 25.000IU/ 5ml [Heparin (natri)](Lô:70007),Date 220222)'HSX:Belmedpreparaty  RUE' 'NSX:Belarus",lọ,105000,43,4515000,0,0,41,4305000,2,210000,1,2019,
314,HOL001,"Holder sử dụng nhiều lần (Lô:),Date )'HSX:Không xác định' 'NSX:Không xác định",cái,24400,30,732000,0,0,0,0,30,732000,1,2019,
315,HOLO02,"Holoxan (1000mg) 1g [Ifosfamid](Lô:7D052E),Date 010422)'HSX:Baxter Oncology GmbH' 'NSX:Đức",Lọ,409999.8,2,819999.6,0,0,2,819999.6,0,0,1,2019,
316,HUM001,"Human Albumin Baxter 200g/l  [Albumin](Lô:),Date 010720)'HSX:Baxter AG' 'NSX:Áo",chai/lọ,607220,12,7286640,0,0,12,7286640,0,0,1,2019,
317,HYDR01,"Hydrocortison A.T 100mg [Hydrocortison  ](Lô:0808013),Date 170920)'HSX:Công ty Cổ phần Dược phẩm An Thiên' 'NSX:Việt Nam",Lọ,7350,418,3072300,0,0,418,3072300,0,0,1,2019,
318,HYDR01,"Hydrocortison A.T 100mg [Hydrocortison  ](Lô:0808014),Date 051220)'HSX:Công ty Cổ phần Dược phẩm An Thiên' 'NSX:Việt Nam",Lọ,7350,500,3675000,0,0,500,3675000,0,0,1,2019,
319,HYDR01,"Hydrocortison A.T 100mg [Hydrocortison  ](Lô:0808015),Date 071220)'HSX:Công ty Cổ phần Dược phẩm An Thiên' 'NSX:Việt Nam",Lọ,7350,0,0,1300,9555000,97,712950,1203,8842050,1,2019,
320,IMMU01,"Immunine 600UI [Yếu tố IX](Lô:C1T006AC),Date 310320)'HSX:Baxter AG' 'NSX:Áo",Bộ,4788000,24,114912000,0,0,10,47880000,14,67032000,1,2019,
321,IMM003,"ImmunoRel 2.500mg/50ml (IgG tối thiểu 95%) [Immune globulin](Lô:),Date 010819)'HSX:Reliance life sciences PVT.LTD' 'NSX:India",chai,2550000,7,17850000,0,0,0,0,7,17850000,1,2019,
322,INT003,"Intratect 2.500mg (IgG tối thiểu 95%) [Immune globulin](Lô:),Date 290220)'HSX:Biotest AG' 'NSX:Germany",lọ,3405000,128,435840000,0,0,52,177060000,76,258780000,1,2019,
323,INV0011,"Invanz 1g Ertapenem [Ertapenem*](Lô:R005269),Date 011219)'HSX:Laboratoires Merck Sharp & Dohme - Chibret' 'NSX:France",lọ,552421,23,12705683,0,0,9,4971789,14,7733894,1,2019,
324,INV0011,"Invanz 1g Ertapenem [Ertapenem*](Lô:R019766),Date 010520)'HSX:Laboratoires Merck Sharp & Dohme - Chibret' 'NSX:France",lọ,552421,0,0,30,16572630,0,0,30,16572630,1,2019,
325,ITR001,"Itranstad 100mg [Itraconazol](Lô:030418),Date 230421)'HSX:Công ty TNHH LD Stada Việt Nam' 'NSX:Việt Nam",viên,7980,1651,13174980,0,0,1649,13159020,2,15960,1,2019,
326,IVB001,"IV Busulfex® Injection 60mg/10ml [Busulfan](Lô:),Date 310120)'HSX:Patheon Manufacturing Services, LLC' 'NSX:USA",lọ,4389000,23,100947000,0,0,18,79002000,5,21945000,1,2019,
327,IVBU01,"IV Busulfex® Injection 60mg/10ml [Busulfan](Lô:AH3405B),Date 310120)'HSX:Patheon Manufacturing Services, LLC' 'NSX:Mỹ",Ống,4389000,3,13167000,0,0,3,13167000,0,0,1,2019,
328,IVBU01,"IV Busulfex® Injection 60mg/10ml [Busulfan](Lô:AJ3533C),Date 301020)'HSX:Patheon Manufacturing Services, LLC' 'NSX:Mỹ",Ống,4389000,48,210672000,55,241395000,21,92169000,82,359898000,1,2019,
329,IVG001,"IV Globulin SN inj 2.500mg (IgG tối thiểu 95%) [Immune globulin](Lô:),Date 060220)'HSX:Greencross Corporation' 'NSX:Korea",lọ,2909999.4,3,8729998.2,0,0,0,0,3,8729998.2,1,2019,
330,JIME01,"Jimenez 300mg [Tenofovir (TDF) ](Lô:18001),Date 110721)'HSX:Công ty cổ phần dược phẩm Đạt Vi Phú' 'NSX:Việt Nam",Viên,2370,0,0,1080,2559596.65,0,0,1080,2559596.65,1,2019,
331,JIME01,"Jimenez 300mg [Tenofovir (TDF) ](Lô:18001),Date 110721)'HSX:Công ty cổ phần dược phẩm Đạt Vi Phú' 'NSX:Việt Nam",Viên,2370,1453,3443605.96,0,0,965,2287047.32,488,1156558.64,1,2019,
332,KAGA02,"Kagasdine 20mg [Omeprazol](Lô:1430918),Date 010921)'HSX:Công ty cổ phần dược phẩm Khánh Hoà' 'NSX:Việt Nam",Viên,127,8843,1123061,0,0,6141,779907,2702,343154,1,2019,omeprazol_20_vien
333,KAGA02,"Kagasdine 20mg [Omeprazol](Lô:3771218),Date 011221)'HSX:Công ty cổ phần dược phẩm Khánh Hoà' 'NSX:Việt Nam",Viên,127,0,0,10000,1270000,0,0,10000,1270000,1,2019,omeprazol_20_vien
334,KALI01,"Kali Clorid Kabi 10ml 10% [Kali clorid](Lô:86MGA018),Date 250721)'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",Ống,1880,0,0,0,0,0,0,0,0,1,2019,
335,KALI01,"Kali Clorid Kabi 10ml 10% [Kali clorid](Lô:86MGA019),Date 260721)'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",Ống,1880,437,821560,0,0,437,821560,0,0,1,2019,
336,KALI01,"Kali Clorid Kabi 10ml 10% [Kali clorid](Lô:86MLA022),Date 071121)'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",Ống,1880,600,1128000,3200,6016000,1765,3318200,2035,3825800,1,2019,
337,KALI01,"Kali Clorid Kabi 10ml 10% [Kali clorid](Lô:86MMA024),Date 051221)'HSX:Công ty Cổ phần Fresenius Kabi Bidiphar' 'NSX:Việt Nam",Ống,1880,0,0,400,752000,0,0,400,752000,1,2019,
338,KAM001,"Kamydazol 750.000 IU + 125mg [Spiramycin + metronidazol](Lô:1280416),Date 010419)'HSX:Công ty cổ phần dược phẩm Khánh Hoà' 'NSX:Việt Nam",viên,754,76,57304,0,0,74,55796,2,1508,1,2019,
339,KED002,"Kedrigamma 50mg/ml [Immune globulin](Lô:167503),Date 310519)'HSX:Kedrion S.P.A' 'NSX:Italy",chai,3699998.4,35,129499944,0,0,0,0,35,129499944,1,2019,
340,KHO002,"Khoá 3 ngã (Discofix 3 way) (Lô:),Date )'HSX:Disposafe' 'NSX:India",Sợi,2835,945,2679075,1000,2835000,843,2389905,1102,3124170,1,2019,
341,VEN001,"Kim bướm số 25  [Kim cánh bướm các loại các cỡ](Lô:),Date )'HSX:B.Braun' 'NSX:Malaysia",cái,4168.5,1701,7090618.5,0,0,48,200088,1653,6890530.5,1,2019,
342,KIM004,"Kim buồng tiêm truyền cấy dưới da người lớn (Size 8.5F), (Celsite ST305H SM Set Pur 8.5f) (Lô:36934361),Date 010623)'HSX:B.Braun' 'NSX:Germany",bộ,3950000,6,23700000,0,0,6,23700000,0,0,1,2019,
343,KIM004,"Kim buồng tiêm truyền cấy dưới da người lớn (Size 8.5F), (Celsite ST305H SM Set Pur 8.5f) (Lô:36939794),Date 011123)'HSX:B.Braun' 'NSX:Germany",bộ,3950000,0,0,15,59250000,5,19750000,10,39500000,1,2019,
344,KIMC02,"Kim chọc dò tủy sống số 22 (Spinal needle)  [Kim chọc, kim chọc dò các loại, các cỡ](Lô:1507027),Date 010620)'HSX:Becton Dickinson' 'NSX:Spain",Cái,21400,682,14594800,200,4280000,161,3445400,721,15429400,1,2019,
345,KIM005,"Kim chọc dò tủy sống số 22 (Spinal needle) (Lô:1507027),Date 010620)'HSX:B.Braun' 'NSX:Malaysia",cái,19600,25,490000,0,0,2,39200,23,450800,1,2019,
346,KIM006,"Kim chọc dò tủy sống số27 (Spinocan) (Lô:),Date )'HSX:B.Braun' 'NSX:Malaysia",cái,18998.7,2,37997.4,0,0,0,0,2,37997.4,1,2019,
347,KIMC04,"Kim chọc tủy xương dùng 1 lần[16G]  [Kim chọc hút tủy xương các loại, các cỡ](Lô:PNM0608-2),Date 070623)'HSX:Công ty Liên doanh công nghệ Y Tế Đức GMT' 'NSX:Trung Quốc",Cái,162000,0,0,0,0,0,0,0,0,1,2019,
348,KIMC04,"Kim chọc tủy xương dùng 1 lần[16G]  [Kim chọc hút tủy xương các loại, các cỡ](Lô:PNM0611-1),Date 100623)'HSX:Công ty Liên doanh công nghệ Y Tế Đức GMT' 'NSX:Trung Quốc",Cái,162000,211,34182000,150,24300000,361,58482000,0,0,1,2019,
349,KIMC04,"Kim chọc tủy xương dùng 1 lần[16G]  [Kim chọc hút tủy xương các loại, các cỡ](Lô:PNM1214-6),Date 131223)'HSX:Công ty Liên doanh công nghệ Y Tế Đức GMT' 'NSX:Trung Quốc",Cái,162000,0,0,100,16200000,100,16200000,0,0,1,2019,
350,KIMC04,"Kim chọc tủy xương dùng 1 lần[16G]  [Kim chọc hút tủy xương các loại, các cỡ](Lô:PNM1217-1),Date 161223)'HSX:Công ty Liên doanh công nghệ Y Tế Đức GMT' 'NSX:Trung Quốc",Cái,162000,0,0,500,81000000,54,8748000,446,72252000,1,2019,
351,KIM013,"Kim cong cánh bướm (Lô:180086),Date 010620)'HSX:Perfect' 'NSX:Việt Nam",Cái,24600,62,1525200,0,0,0,0,62,1525200,1,2019,
352,KIM008,"Kim lấy máu (Kim pha thuốc) (Lô:18H29G8842),Date 010823)'HSX:B.Braun' 'NSX:Malaysia",cái,649.99,0,0,10000,6499920,6024,3915551.81,3976,2584368.19,1,2019,
353,KIM008,"Kim lấy máu (Kim pha thuốc) (Lô:18K30G8851),Date 010923)'HSX:B.Braun' 'NSX:Malaysia",cái,649.99,0,0,10000,6499920,0,0,10000,6499920,1,2019,
354,KIML01,"Kim luồn tĩnh mạch an toàn số 18 (QĐ957)  [Kim luồn mạch máu các loại, các cỡ](Lô:18F23G8330),Date 010623)'HSX:B.Braun' 'NSX:Malaysia",Cái,15299.99,95,1453499.17,0,0,95,1453499.17,0,0,1,2019,
355,KIML01,"Kim luồn tĩnh mạch an toàn số 18 (QĐ957)  [Kim luồn mạch máu các loại, các cỡ](Lô:18G15G8251),Date 010723)'HSX:B.Braun' 'NSX:Malaysia",Cái,15299.99,2000,30599982,0,0,325,4972497.08,1675,25627484.93,1,2019,
356,KIML02,"Kim luồn tĩnh mạch an toàn số 22 (QĐ 957)  [Kim luồn mạch máu các loại, các cỡ](Lô:18K19G8382),Date 010923)'HSX:B.Braun' 'NSX:Malaysia",Cái,15299.99,750,11474993.25,0,0,750,11474993.25,0,0,1,2019,
357,KIML02,"Kim luồn tĩnh mạch an toàn số 22 (QĐ 957)  [Kim luồn mạch máu các loại, các cỡ](Lô:18L27G8330),Date 011023)'HSX:B.Braun' 'NSX:Malaysia",Cái,15299.99,0,0,400,6119996,400,6119996,0,0,1,2019,
358,KIML02,"Kim luồn tĩnh mạch an toàn số 22 (QĐ 957)  [Kim luồn mạch máu các loại, các cỡ](Lô:27G8330),Date 011023)'HSX:B.Braun' 'NSX:Malaysia",Cái,15299.99,2061,31533281.45,3000,45899973,2840,43451974.44,2221,33981280.01,1,2019,
359,INT004,"Kim luồn tĩnh mạch an toàn số 24  [Kim luồn mạch máu các loại, các cỡ](Lô:17L12G8373),Date 011022)'HSX:B.Braun' 'NSX:Malaysia",Cái,19499.99,50,974999.5,0,0,30,584999.7,20,389999.8,1,2019,
360,KIML03,"Kim luồn tĩnh mạch an toàn số 24 (QĐ 957)  [Kim luồn mạch máu các loại, các cỡ](Lô:18G29G8302),Date 010723)'HSX:B.Braun' 'NSX:Malaysia",Cái,14500,23,333499.91,0,0,2,28999.99,21,304499.92,1,2019,
361,KIML03,"Kim luồn tĩnh mạch an toàn số 24 (QĐ 957)  [Kim luồn mạch máu các loại, các cỡ](Lô:18L8372),Date 011023)'HSX:B.Braun' 'NSX:Malaysia",Cái,14500,0,0,50,725000,0,0,50,725000,1,2019,
362,KIM010,"Kim móc câu (Cytocan) (Lô:18B13G8661),Date 010123)'HSX:B.Braun' 'NSX:Malaysia",cái,39900,2397,95640300,0,0,473,18872700,1924,76767600,1,2019,
363,KIM011,"Kim rút thuốc số 18G (Lô:),Date 090323)'HSX:Perfect' 'NSX:Việt Nam",cái,262.99,14142,3719254.08,0,0,9845,2589171.01,4297,1130083.07,1,2019,
364,KIMS02,"Kim sinh thiết xương dùng 1 lần [8G]  [Kim sinh thiết dùng một lần các loại, các cỡ](Lô:PNM0910-1),Date 090923)'HSX:Công ty Liên doanh công nghệ Y Tế Đức GMT' 'NSX:Trung Quốc",Cái,300000,68,20400000,140,42000000,79,23700000,129,38700000,1,2019,
365,KITT01,"Kít thu nhận bạch cầu Cobe Spectra  [Bộ kít tách bạch cầu, tách tiểu cầu, tách huyết tương các loại, các cỡ](Lô:06B15275),Date 010620)'HSX:Terumo BCT' 'NSX:Mỹ",Bộ,4820000,25,120500000,42,202440000,34,163880000,33,159060000,1,2019,
366,KITT01,"Kít thu nhận bạch cầu Cobe Spectra  [Bộ kít tách bạch cầu, tách tiểu cầu, tách huyết tương các loại, các cỡ](Lô:07B15214),Date 010720)'HSX:Terumo BCT' 'NSX:Mỹ",Bộ,4820000,0,0,24,115680000,0,0,24,115680000,1,2019,
367,KITT02,"Kít trao đổi huyết tương Cobe Spectra [Kít lớn]  [Bộ kít tách bạch cầu, tách tiểu cầu, tách huyết tương các loại, các cỡ](Lô:07B15201),Date 010721)'HSX:Terumo BCT' 'NSX:Mỹ",Bộ,4820000,43,207260000,16,77120000,43,207260000,16,77120000,1,2019,
368,KITT02,"Kít trao đổi huyết tương Cobe Spectra [Kít lớn]  [Bộ kít tách bạch cầu, tách tiểu cầu, tách huyết tương các loại, các cỡ](Lô:08B15238),Date 010821)'HSX:Terumo BCT' 'NSX:Mỹ",Bộ,4820000,0,0,12,57840000,4,19280000,8,38560000,1,2019,
369,KUP001,"Kupunistin 10mg [Cisplatin](Lô:),Date 011220)'HSX:Korea United Pharm. Inc.' 'NSX:Korea",lọ,65500,52,3406000,0,0,30,1965000,22,1441000,1,2019,
370,KUPU01,"Kupunistin 10mg/10ml [Cisplatin](Lô:E687F806),Date 011121)'HSX:Korea United Pharm. Inc.' 'NSX:Korea",Lọ,65200,0,0,200,13040000,0,0,200,13040000,1,2019,
371,KUPU01,"Kupunistin 10mg/10ml [Cisplatin](Lô:E687F807),Date 011121)'HSX:Korea United Pharm. Inc.' 'NSX:Korea",Lọ,65199.99,100,6519999.15,0,0,4,260799.97,96,6259199.18,1,2019,
372,KUPU01,"Kupunistin 10mg/10ml [Cisplatin](Lô:E687F807),Date 111121)'HSX:Korea United Pharm. Inc.' 'NSX:Korea",Lọ,65200,0,0,100,6519999.5,0,0,100,6519999.5,1,2019,
373,LAHM02,"Lahm 800mg + 611,76mg + 80mg [Magnesi hydroxyd + nhôm hydroxyd + simethicon](Lô:18307),Date 201121)'HSX:Công ty cổ phần dược phẩm Đạt Vi Phú' 'NSX:Việt Nam",Gói,3249.99,1445,4696237.48,0,0,329,1069247.15,1116,3626990.33,1,2019,
374,LAN0012,"Lantus® 100 đơn vị/ml (1000 đơn vị /lọ 10ml) [Insulin tác dụng chậm, kéo dài (Slow-acting, Long-acting)](Lô:7F539B),Date 310520)'HSX:Sanofi-Aventis Deutschland GmbH' 'NSX:Germany",lọ,505029,15,7575435,0,0,6,3030174,9,4545261,1,2019,
375,LAN0012,"Lantus® 100 đơn vị/ml (1000 đơn vị /lọ 10ml) [Insulin tác dụng chậm, kéo dài (Slow-acting, Long-acting)](Lô:8F549A),Date 280221)'HSX:Sanofi-Aventis Deutschland GmbH' 'NSX:Germany",lọ,505029,0,0,20,10100580,0,0,20,10100580,1,2019,
376,LEDR01,"Ledrobon 4mg/100ml [Zoledronic acid](Lô:18B0001),Date 010621)'HSX:Industria Farmaceutica Galenica Senese S.r.L' 'NSX:Italy",Túi,3950000,0,0,30,118500000,0,0,30,118500000,1,2019,
